full_text,english_tweet,label,klasifikasi Bayes
moonchildren555 bagus carito cinepoint contoh apa film bagus jumbo rijal istilah rijal dipake bibo bukan dar kurang laku dari awal or-nya rendah bgt,moonchildren555 good carito cinepoint example what is a good movie jumbo rijal the term rijal is used bibo not from the lack of sales from the beginning or it is low bgt,Positif,
adriandhy maaf film jumbo kapan tayang platform online ya adik anak luar biasa mau nonton jumbo sudah turun layar kemarin mau nonton takut anak ganggu tonton lain,"adriandhy sorry jumbo movie when airing the online platform, brother and sister, children are amazing, they want to watch jumbo, they have gone down the screen yesterday, they want to watch afraid of children disturbing other watches",Negatif,
cenayangfilm ada terlalu ngejagoin sih ya film tahun baru jumbo doang emng luar espektasi,cayangfilm there is too ngejagoin anyway yes jumbo doang emng out of expectation,Netral,
ikut jadi satu 10 juta tonton film jumbo bioskop cetak sejarah film indonesia fenomena traktir nonton jumbo fakta kalau bicara isi film fix jatuh cinta karakter nurman 3 embek milik engkong https t co 6on12lqtbu,join one 10 million watch jumbo film cinema print Indonesian film history phenomenon traktir watch jumbo fact if you talk about the contents of the film fix falling in love nurman character 3 embek belongs to ankong https t co 6on12lqtbu,Positif,
hari ke-74 kamis 12 6 film jumbo keluar bioskop setiabudi,74th day Thursday 12 6 jumbo movies out of the cinema setiabudi,Netral,
hari 74 jadwal putar film jumbo kamis 12 6 mangkang 11 50 java 11 00 citra 14 35 18 55 30 55,day 74 jumbo movie play schedule Thursday 12 6 mangkang 11 50 java 11 00 image 14 35 18 55 30 55,Netral,
bagus carito cinepoint banyak film indo bagus rilis jumbo loh semua rijal selamet lagi2 film hororr,good carito cinepoint many good indo movies jumbo release loh all rijal selamet lagi2 hororr film,Positif,
moviemnfs orang tidak suka romansa jujur saya nyaman betah nonton film ini banyak tinggal rasa manis hangat beberapa asa getir inti semua kesan https t co rqt65au1yr,moviemnfs people don't like romance to be honest I'm comfortable at home watching this movie a lot of staying sweet and warm some of the core bitterness of all impressions https t co rqt65au1yr,Positif,
pns ababil jangan lupa ibox ngantri film jumbo 10jt film daerah wisata macet tiap weekend,pns ababil don't forget ibox ngantri film jumbo 10jt film tourist area jammed every weekend,Negatif,
adriandhy cinepoint jumbo salah satu film akan selalu bekas hati ,adriandhy cinepoint jumbo one of the movies will always be heartbroken,Netral,
terimakasih jumbo beri tayang moment seru especially lama lebaran kamu anak punya film indonesia akan kenang,thank you jumbo give a screening of exciting moments especially long Eid you children have Indonesian films will remember,Positif,
anjir suka banget lagu film jumbo,anjir really likes jumbo movie songs,Positif,
kencilii cinepoint penting kalah film produksi ph hina jumbo tak etis judul film,kencilii cinepoint important lose film production ph hina jumbo unethical film title,Positif,
cinepoint target gjls kalah film ranking 8 buat ph menjelekin jumbo,cinepoint target gjls lost film rank 8 for ph uglyin jumbo,Negatif,
adriandhy cinepoint hype belum tayang terus ngikutin awal tayang sampe sekarang 10 17juta bangga sekaligus haru sih saksi film animasi indonesia pertama langsung puncak daftar film indonesia laris panjang masa proud jumbo,adriandhy cinepoint hype has not been aired directly following the beginning of the broadcast until now 10 17 million proud at the same time the witness of the first Indonesian animated film immediately topped the list of Indonesian films that are long sellers of proud jumbo,Positif,
cinepoint fenomena jumbo habis banyak bener rijal dana pada habis buat nonton jumbo kali lebih film impor untun banyak sukses atas juta tonton,cinepoint the phenomenon of jumbo runs out a lot really rijal funds at the end to watch jumbo times more imported movies to have a lot of success over millions of watches,Positif,
wts want to sale mau nonton bioskop murah banget pake promo cepol 25k voucher bebas pilih film hari amp jam khusus kategori film regular 2d mau langsung dm lewat wa link tera bio tag ballerina jumbo mission impossible gowok gundik https t co nbuf0n7ela,wts want to sale want to watch really cheap cinema use promo cepol 25k free voucher choose movie day & hour special category 2d regular movie want to directly dm through wa link tera bio tag ballerina jumbo mission impossible gowok concubine https t co nbuf0n7ela,Positif,
bicaraboxoffice visinemaid jumbofilm id adriandhy senang sedih haru terima kasih banyak jumbo jadi film pertama saya tonton break up tahun lalu wkwkkk,bicaraboxoffice visinemaid jumbofilm id adriandhy happy sad haru thank you very much jumbo be the first movie I watched break up last year wkwkkk,Positif,
cellycia1112 konsep meri di film jumbo gtu yak,cellycia1112 meri concept in jumbo gtu yak film,Netral,
momen seru penuh makna giat nonton bareng film karya anak bangsa sama bupati cilacap bunda literasi kabupaten cilacap galeripelangi filmanakbangsa jumbo arpuscilacap cilacapmembaca salamliterasi cilacapbercahayamajubesar https t co d9w9uvtv0p,exciting moments full of meaning actively watching together movies by children of the nation and the regent of cilacap bunda literasi cilacap district galeripelangi filmanakbangsa jumbo arpuscilacap cilacapreading salamliteration cilacapbercahayamajubesar https t co d9w9uvtv0p,Positif,
lebih lucu agak laen lebih horor desa tari lebih drama jumbo kalau 1 jumbo bisa 10jt tonton film malah punya 3 jumbo yah minimal 54jt tonton sih fix gjls gjlsibukuibuibu https t co ilshbcvlwo,funnier rather laen more horror dance village more drama jumbo if 1 jumbo can 10jt watch a movie instead have 3 jumbo well at least 54jt watch sih fix gjls gjlsibukuibuibu https t co ilshbcvlwo,Positif,
jujur lagi marah akan selalu inget apa kat bang acil film jumbo marah kesel tapi jangan sampe marah orang yang tau apa,"honestly, angry will always remember what it is in the movie Jumbo is angry about it, but don't get angry with people who know what",Negatif,
jujur baru nonton jumbo hari ini film hantu bund sebenernya wakakakak,honestly just watched jumbo today the ghost movie bund actually wakakak,Positif,
watchmenid mantep sekali penting jumlah tonton mesti kalah film mana ph nya menjelekin jumbo,watchmenid mantep is very important the number of views must be lost in which film the ph is badgering jumbo,Positif,
kan animasi mau rilis bikin sudah lama kak malah jumbo rilis laris bioskop,right animation want to release make it long ago brother even jumbo release bestselling cinema,Positif,
ekowboy2 wow pasti bakal ngalahin film laris jumbo alumni 212 jumlah juta bkl nonton semua neh,ekowboy2 wow will definitely defeat the best-selling film jumbo alumni 212 the number of million bkl watch all neh,Positif,
terimakasih tracking film jumbo,thank you for tracking the jumbo film,Netral,
terima kasih banyak bibo cinepoint jadi teman baik jalan film animasi jumbo selalu informatif sabar bagi hangat meski rasa bittersweet filmjumbo sebentar turun layar memori akan tinggal hati saya jumpa,thank you very much bibo cinepoint so a good friend of the road jumbo animated film is always informative patient for warm although the bittersweet taste of filmjumbo for a moment down the memory screen will stay my heart,Positif,
jumbo film fiksi kita semua tau bang acil bukan tokoh fiksi banyak bang acil dunia nyata anak remaja jadi yatim piatu usia muda paksa jadi kepala keluarga cari nafkah amp besar adek-adeknya,jumbo fiction movies we all know bang urgent not a fictional character many bang urgent real world teenagers become orphans of a young age forced to be the head of a family to make a living amp big adek-adeknya,Positif,
guys film jumbo golden teater tulungagung tidak kah,guys the golden jumbo movie of tulungagung theater is not it?,Positif,
woww jumbo hasil raih jumlah tonton fantastic  juga jadi film animasi tonton banyak panjang masa congrats jumbo https t co d30xjv9dzd,woww jumbo the results achieved a fantastic number of views also became an animated film watch a lot of long congrats jumbo https t co d30xjv9dzd,Positif,
waktu bukti hadir energi baru original soundtrack musikalkeluargacemara kini bawa officialjkt48 aransemen lebih powerful penuh semangat dengerin sekarang https t co 9dw6f9z1hp kembalikekeluarga lagi https t co mxekknnqya,time proof present new energy original soundtrack musicfamilycemara now bring officialjkt48 arrangement more powerful full of enthusiasm listen now https t co 9dw6f9z1hp backfamily again https t co mxekknnqya,Positif,
frankocean1106 ambil dkv bus prestasi film jumbo juki dua alumni bus,frankocean1106 take DKV bus achievement film jumbo juki two alumni bus,Netral,
sentjoko kalau tonton film senyummanies sama rekor tonton film jumbo bakal tutup akun ini omong cuma punya akun ini sudah lupa password akun fb saya punya akun di ig or toktok https t co 6jqrekgzdb,sentjoko if you watch the movie smiley manies the same record of watching jumbo movies will close this account by the way only have this account have forgotten the password of my fb account on ig or toktok https t co 6jqrekgzdb,Netral,
hari ini kamu bisa dengerin let s go opak party let s go everybody musikalkeluargacemara x rapot bawa opak party ada platform musik sayang kamu kembalikekeluarga lagi https t co 9dz1vpuefr,today you can listen to let s go opaque party let s go everybody musikalkeluargacemara x rapot bring opaque party there is a music platform love you back family again https t co 9dz1vpuefr,Positif,
kolaborasi manis musikalkeluargacemara the lantis thelantis rilis hari ini dengar lagu cemara sekarang https t co 9dw6f9z1hp rasa sendiri hangat kembalikekeluarga lagi https t co ieovwwcma4,collaboration sweet musicfamilycemara the lantis thelantis release today hear the song cemara now https t co 9dw6f9z1hp own sense of warmth backfamily again https t co ieovwwcma4,Positif,
hari ini original soundtrack musikalkeluargacemara rencana bukan bencana bawa ruth sahanaya bisa dengar seluruh platform musik sayang kamu yuk dengar sekarang https t co 9dw6f9z1hp kembalikekeluarga lagi https t co urprj1zald,today's original music soundtrackalkargacemara plan is not a disaster bring ruth sahanaya can hear the entire music platform love you let's hear it now https t co 9dw6f9z1hp return to the family again https t co urprj1zald,Positif,
lagu bahagia yha sekarang hadir versi baru nyanyi ulang gac music kolaborasi sama musikalkeluargacemara sudah kamu dengar sekarang https t co 9dw6f9z1hp musikalkeluargacemara kembalikekeluarga https t co l0dqiezeev,yha happy song now comes a new version of the song re-singing gac music collaboration with musicalkargacara you have heard now https t co 9dw6f9z1hp musikalkargacemara balikekalikfamily https t co l0dqiezeev,Positif,
lagu indah apa ada by feby putri ajak lihat cinta sisi lebih tulus bukan jadi sempurna tentang saling terima dengar lagu indah apa ada album lagu cemara https t co 9dw6f9z1hp musikalkeluargacemara https t co mhzwdg25vf,beautiful song what's up by feby princess invite see love side more sincere not so perfect about mutual acceptance hear beautiful song what's up album cemara song https t co 9dw6f9z1hp musikalk Keluargaargacemara https t co mhzwdg25vf,Positif,
thank you jumbo guling dinasti film viral,thank you jumbo guling dynasty viral movie,Netral,
hari ini lagu peluk hati lama kolaborasi musikalkeluargacemara vidialdiano akhir kamu dengar yuk dengar https t co 9dw6f9z1hp rasa hangat kembalikekeluarga lagi https t co zh44vazyhq,today's song hugs old music collaborationfamilyfemara final vidialdiano you heard let's hear it https t co 9dw6f9z1hp warmth backfamily again https t co zh44vazyhq,Positif,
terima kasih kamu sudah jadi bagi ajaib ini don nurman mae meri hasil curi hati warga seruni hati semua film jumbo tayang bioskop tonton hari di bioskop jumbountuksemua filmjumbo https t co piwsnci1op,thank you you for this miracle don nurman mae meri the result of stealing the hearts of the people seruni heart all jumbo films screened in the cinema watch the day at jumbountuksall filmjumbo https t co piwsnci1op,Netral,
bicaraboxoffice visinemaid jumbofilm id adriandhy terima kasih jumbo sekarang nge buzzer film bagus apa ini kawan,bicaraboxoffice visinemaid jumbofilm id adriandhy thank you jumbo now nge buzzer good movie what is this man,Positif,
info joki mau nganalisis film film visinema jumbo psikolinguistik transkrip data nya sudah ada zonauang,info jockey wants to analyze the film film visinema jumbo psycholinguistic transcript of the data already exists zonauang,Positif,
buzzergratisjumbo terimakasih atas kerja keras lama tahun tahun buat bikin film dan terimakasih min bikin tau berapa views jumbo tiap hari thank you,buzzergratisjumbo thank you for the long years of hard work to make movies and thank you min make know how many jumbo views every day thank you,Positif,
jadi merry film jumbo anjay,so merry film jumbo anjay,Netral,
bicaraboxoffice visinemaid jumbofilm id adriandhy bagai buzzergratisjumbo resmi izin pamit bangga jadi bagi buzzer tiap hari selalu excited jumlah tonton jumbo akhir sukses jadi film indonesia laris panjang masa,bicaraboxoffice visinemaid jumbofilm id adriandhy like a buzzergratisjumbo official permission to say goodbye proud to be a buzzer every day always excited the number of final jumbo watches successfully became a long-lasting best-selling Indonesian film,Positif,
habisnontonfilm paling nonton jumbo bakal rame hari sabtu minggu sisa booking film buat anak sekolah baik sd smp yayasan usaha kecil maupun gede banyak ucap selamat kbri wakil menteri ekonomi kreatif bahkan pak manoj md,after watching the most jumbo movies will be rame on Saturday Sunday the rest of the film bookings for schoolchildren both junior high school small and big business foundations many congratulations kbri vice minister of creative economy even pak manoj md,Positif,
bicaraboxoffice visinemaid jumbofilm id adriandhy tadi liat m-tix gaada film jumbo,bicaraboxoffice visinemaid jumbofilm id adriandhy liat m-tix gaada film jumbo,Netral,
bicaraboxoffice visinemaid jumbofilm id adriandhy terimakasih bibo update jumbo nya neng banget jumbo jadi tonton banyak film indonesia,bicaraboxoffice visinemaid jumbofilm id adriandhy thank you bibo update jumbo nya neng really jumbo so watch a lot of Indonesian movies,Positif,
mantap jumbo tayang lebaran idul fitri sampe lewat lebaran idul adha,steady jumbo airing Eid al-Fitr until through Eid al-Adha,Positif,
terimakasih banyak andai kau tau bibo hari mantengin akun buat cari jumbo gembira berita aneh bin ajaib perintah moga film tarik perhati seperti jumbo saya poin akun,thank you very much if you know bibo hari mantengin account to find jumbo happy weird news bin magic command moga movie pull attention like my jumbo account points,Positif,
panc4k3uu moviemnfs ayah cari putri hilang film orisinal  baru bikin film sukses,panc4k3uu moviemnfs dad looking for missing daughter new original movie make a successful movie,Positif,
bicaraboxoffice visinemaid jumbofilm id adriandhy lama sepenuh turun layar akun visinema sama akun film jumbo ngasih update angka jumlah tonton kan min,bicaraboxoffice visinemaid jumbofilm id adriandhy lama full down the screen visinema account sama jumbo film account give update number of views right min,Positif,
bicaraboxoffice visinemaid jumbofilm id adriandhy buzzer organik film jumbo ucap terima kasih jumbo,bicaraboxoffice visinemaid jumbofilm id adriandhy buzzer organic jumbo film thank you jumbo,Netral,
cypherhyuga watchmenid selesai film jumbo,cypherhyuga watchmenid finished jumbo film,Netral,
bicaraboxoffice visinemaid jumbofilm id adriandhy by by jumbo selamat atas capai moga segera film indo yang salip kamu he he he,bicaraboxoffice visinemaid jumbofilm id adriandhy by by jumbo congratulations on achieving hopefully soon indo film that salip you he he he,Netral,
bangga bngt ikut jalan jumbo tuju puncak sbg film indonesia no 1 panjang masa thank u bibo cinepoint selalu update jumbo hari,proud bngt to follow jumbo road to the top as indonesian film no 1 length of time thank u bibo cinepoint always update jumbo days,Positif,
film jumbo gaada xxi ya,jumbo gaada film xxi yes,Netral,
moviemnfs loh nonton  belum nonton film pertama  dosa besar nder https t co nxhimrispb,moviemnfs loh watch  have not watched the first film dosa besar nder https t co nxhimrispb,Positif,
promo bioskop voucher cepol b1g1 amp free ready yah langsung order bisa film final destination bring her back mission impossible how to train your dragon gjls  ibu ibu ibu lilo amp stitch karate kid legends waktu magrib gundik jumbo zonauang,cinema promo voucher cepol b1g1 amp free ready yah directly order can film final destination bring her back mission impossible how to train your dragon  gjls mother mother lilo amp stitch karate kid legends magrib time concubine jumbo zonauang,Positif,
muffinofficial a muthejkt48 lagu rilis dengerin sini yuuk  https t co 9dw6f9z1hp,muffinofficial a muthejkt48 song release listen here yuuk  https t co 9dw6f9z1hp,Netral,
lagu cemara rilis spotifyid nonton musikalkeluargacemara yuk dengerin dulu lagu https t co xwpl7pvz2g https t co 98momuynfk,spruce song release spotifyid watch musicalkeluargacemara let's listen to the song first https t co xwpl7pvz2g https t co 98momuynfk,Positif,
bang hastag cocok apa bang kalau jumbo kan gera buzzergratisanjumbo apa up buzzergoblog  siap tonton dong malam ini uhuy rigensih hifdzikhoir anantarispo https t co xxljwiu1be,bang hastag fit what bang if jumbo right gera buzzergratisanjumbo what up buzzergoblog  ready to watch dong tonight uhuy rigensih hifdzikhoir anantarispo https t co xxljwiu1be,Positif,
kayak hampir minggu lebih dengerin 2 bocah nyanyi ost film jumbo terus terus di kantor yang nyanyi juga,like almost a week more listening to 2 children singing ost jumbo film and continue to be in the office singing too,Positif,
kalo skynani nugu mah kamu kaga bakar jenggot kek biarin skynani 2 kali screening film stitchnya biarin skynani dapet plushie angel bonus stitch jumbo biarin skynani smyleneona special treats kan nugu apa kamu takutin,if you skynani nugu mah kaga burn the beard of the skynani biarin cake 2 times screening the film stitchnya biarin skynani dapet plushie angel bonus stitch jumbo biarin skynani smyleneona special treats right nugu what are you afraid of,Positif,
morning all promo nonton bioskop cepol b1g1 ready banyak free stok limited untuk film  final destination 6 bring her back mission impossible lilo amp stitch karate kid legends waktu magrib gundik jumbo ballerina tenung halabala https t co bfltfhyb6i zonauang,morning all promo watch cinema cepol b1g1 ready many free stock limited for film  final destination 6 bring her back mission impossible lilo & stitch karate kid legends magrib time concubine jumbo ballerina divination halabala https t co bfltfhyb6i zonauang,Positif,
moviemnfs sudah nonton racun sanggah lain bom yang mau kasih spoileran gak bagai orang banjar paling nyaman denger dialek banjar film apa,moviemnfs has watched poison refute another bomb that wants to give spoileran not like the most comfortable banjar people to hear what banjar dialect of film,Positif,
kawan bunga citra lestari bcl nyanyi sukses 7 piala ami awards resmi mrilis single brjudul selalu di nadi mnjdi original motion picture soundtrack film animasi jumbo simak selalu di nadi bcl di 89 5 fm r-radio hits and inspiring you https t co lfgyg5vqox,floral friends sustainable image bcl singing success 7 trophies ami awards official release single brjudul always in pulse mnjdi original motion picture soundtrack animated film jumbo listen always in pulse bcl at 89 5 fm r-radio hits and inspires you https t co lfgyg5vqox,Positif,
bila 20 juta anak abah mau tonton film senyummanies jadi rekor jumlah tonton film jumbo bakal salip https t co bu9wyillkg,if 20 million children want to watch the filmyummanies so a record number of jumbo films will be filmed https t co bu9wyillkg,Netral,
ains25891874 rapi uncover maap kak maap becanda nama meri mirip d film jumbo meri culik pakades itu,ains25891874 neat uncover maap kak maap joking name meri similar d film jumbo meri kidnap pakades it,Netral,
tyrexngantuk bingung mau ketawa apa mau prihatin makasih ya,tyrex sleepy confused want to laugh what do you want to care thank you,Negatif,
film animasi jumbo tayang bioskop rusia judul jumbo and the little ghost tayang dubbing rusia rusia film animasi karya ryan adriandhy sebut telah resmi laku tayang perdana bioskop belarus uzbekistan kyrgyzstan https t co 5jnt0i9ekw,animated film jumbo screened Russian cinema title jumbo and the little ghost screened dubbing Russian russian animated film by ryan adriandhy said to have officially sold the premiere of Belarusian cinema uzbekistan kyrgyzstan https t co 5jnt0i9ekw,Negatif,
